Frame,center_x,center_y,width_px,height_px,angle_deg,diameter_px,source
164,157.3741455078125,167.88320922851562,31.25933265686035,37.005348205566406,126.9354476928711,37.005348205566406,manual
165,157.43341064453125,167.31993103027344,32.50234603881836,36.610496520996094,130.46212768554688,36.610496520996094,manual
166,158.614,168.819,32.0,36.0,77.2717,36.0,auto
167,158.604,168.661,32.0,36.0,80.1767,36.0,auto
168,158.587,168.364,32.0,37.0,68.3075,37.0,auto
169,158.082,169.304,33.0,37.0,95.4268,37.0,auto
170,158.902,169.807,32.0,37.0,81.3315,37.0,auto
171,158.598,169.071,34.0,37.0,84.6394,37.0,auto
172,158.874,166.966,29.0,38.0,109.647,38.0,auto
173,158.257,170.203,31.0,38.0,76.7242,38.0,auto
174,157.92762756347656,169.1544189453125,32.74275588989258,36.89745330810547,130.63265991210938,36.89745330810547,manual
175,157.881,169.138,33.0,38.0,108.39,38.0,auto
176,158.137,168.897,33.0,38.0,106.456,38.0,auto
177,158.041,168.861,33.0,38.0,105.305,38.0,auto
178,158.1483154296875,169.07192993164062,35.23199462890625,36.78860092163086,119.03787994384766,36.78860092163086,manual
179,157.85279846191406,168.65823364257812,33.545654296875,36.810577392578125,132.39100646972656,36.810577392578125,manual
180,157.619,167.818,33.0,39.0,104.714,39.0,auto
181,157.703,167.55,33.0,38.0,97.2353,38.0,auto
182,157.385,167.554,33.0,39.0,106.243,39.0,auto
183,156.866,168.614,33.0,39.0,109.591,39.0,auto
184,157.026,168.721,33.0,38.0,108.517,38.0,auto
185,156.689,168.33,33.0,36.0,106.638,36.0,auto
186,157.087,168.399,32.0,36.0,115.836,36.0,auto
187,157.862,168.289,32.0,38.0,109.119,38.0,auto
188,157.727,168.172,32.0,38.0,106.148,38.0,auto
189,157.76,168.177,32.0,38.0,106.372,38.0,auto
190,157.659,168.32,32.0,38.0,107.006,38.0,auto
191,158.396,169.322,31.0,36.0,81.7182,36.0,auto
192,157.226,168.561,32.0,36.0,109.225,36.0,auto
193,156.958,168.492,32.0,35.0,114.301,35.0,auto
194,157.493,168.415,32.0,37.0,107.272,37.0,auto
195,158.134,169.867,29.0,36.0,94.5969,36.0,auto
196,157.64,169.957,28.0,37.0,95.9921,37.0,auto
197,157.64,169.957,28.0,37.0,95.9921,37.0,auto
198,157.317,168.909,32.0,36.0,93.7698,36.0,auto
199,155.93797302246094,167.76992797851562,31.29818153381348,36.02675247192383,110.09977722167967,36.02675247192383,manual
200,156.1577606201172,168.7154083251953,31.422346115112305,35.49666976928711,102.78355407714844,35.49666976928711,manual
201,156.28054809570312,168.6399383544922,31.24193572998047,35.392127990722656,94.61014556884766,35.392127990722656,manual
202,156.64349365234375,169.9453582763672,30.3087158203125,35.7474365234375,124.99127960205078,35.7474365234375,manual
203,156.29808044433594,168.78750610351562,30.40302467346192,35.019195556640625,101.86593627929688,35.019195556640625,manual
204,156.21392822265625,169.6308135986328,29.98752212524414,36.43032836914063,122.70808410644533,36.43032836914063,manual
205,155.917,170.018,30.0,34.0,107.212,34.0,auto
206,155.199,170.027,30.0,33.0,118.97,33.0,auto
207,155.45419311523438,169.69985961914062,29.65478515625,36.61574172973633,94.99029541015624,36.61574172973633,manual
208,154.3310546875,170.3812255859375,30.48199462890625,35.502140045166016,112.768798828125,35.502140045166016,manual
209,154.851,170.729,31.0,34.0,109.867,34.0,auto
210,154.5132598876953,169.8999786376953,29.52161407470703,34.14794158935547,112.92415618896484,34.14794158935547,manual
211,155.13719177246094,170.177001953125,28.050275802612305,37.32746505737305,105.55301666259766,37.32746505737305,manual
212,155.26,170.545,29.0,35.0,107.347,35.0,auto
213,155.1741943359375,169.4184112548828,25.252477645874023,36.0123405456543,108.4611587524414,36.0123405456543,manual
214,155.21986389160156,168.78085327148438,25.8816146850586,36.486793518066406,110.00161743164062,36.486793518066406,manual
215,154.12925720214844,169.36077880859375,28.059213638305664,35.1417236328125,110.10134887695312,35.1417236328125,manual
216,154.531,167.73,26.0,31.0,101.679,31.0,auto
217,154.648,167.587,25.0,31.0,101.55,31.0,auto
218,154.197,168.052,23.0,30.0,113.879,30.0,auto
219,154.461,166.64,26.0,30.0,130.817,30.0,auto
220,155.584,167.841,25.0,28.0,100.922,28.0,auto
221,155.085,169.424,24.0,28.0,123.677,28.0,auto
222,155.974,169.906,23.0,28.0,99.9238,28.0,auto
223,155.684,168.136,22.0,27.0,107.486,27.0,auto
224,155.626,168.091,22.0,27.0,107.88,27.0,auto
225,155.744,167.237,21.0,27.0,105.879,27.0,auto
226,153.933,168.167,23.0,26.0,78.9544,26.0,auto
227,155.279,167.32,21.0,25.0,100.452,25.0,auto
228,154.76,168.182,23.0,24.0,117.077,24.0,auto
229,155.39,167.356,20.0,24.0,109.8,24.0,auto
230,156.011,166.132,21.0,24.0,101.197,24.0,auto
231,155.652,166.183,21.0,25.0,110.763,25.0,auto
232,155.652,166.183,21.0,25.0,110.763,25.0,auto
233,155.125,167.691,20.0,24.0,111.352,24.0,auto
234,154.47,168.895,18.0,23.0,113.343,23.0,auto
235,155.545,168.564,19.0,23.0,99.583,23.0,auto
236,155.874,168.446,20.0,23.0,99.2769,23.0,auto
237,155.98,168.405,20.0,24.0,99.7976,24.0,auto
238,155.629,168.216,20.0,23.0,96.7722,23.0,auto
239,154.57,167.383,19.0,22.0,112.142,22.0,auto
240,154.678,167.54,19.0,23.0,98.6162,23.0,auto
241,154.284,166.797,19.0,25.0,110.463,25.0,auto
242,154.118,168.491,20.0,22.0,98.0202,22.0,auto
243,154.321,168.41,19.0,22.0,97.0578,22.0,auto
244,154.28,168.362,19.0,23.0,105.127,23.0,auto
245,154.531,167.573,19.0,23.0,100.047,23.0,auto
246,154.417,167.444,19.0,21.0,95.8713,21.0,auto
247,154.146,167.736,18.0,21.0,110.614,21.0,auto
248,153.573,168.245,18.0,21.0,131.825,21.0,auto
249,153.555,168.821,17.0,21.0,127.909,21.0,auto
250,153.113,168.555,18.0,22.0,122.556,22.0,auto
251,153.649,168.471,18.0,22.0,110.102,22.0,auto
252,154.099,168.256,18.0,22.0,108.219,22.0,auto
253,154.011,168.546,18.0,22.0,96.725,22.0,auto
254,154.151,168.725,18.0,23.0,98.5392,23.0,auto
255,154.097,168.773,18.0,23.0,96.4071,23.0,auto
256,153.529,169.429,17.0,22.0,107.203,22.0,auto
257,153.529,169.429,17.0,22.0,107.203,22.0,auto
258,154.016,169.179,18.0,21.0,112.448,21.0,auto
259,154.016,169.179,18.0,21.0,112.448,21.0,auto
260,154.969,169.688,18.0,22.0,84.8959,22.0,auto
261,154.268,168.497,15.0,23.0,98.6329,23.0,auto
262,153.989,169.806,19.0,22.0,104.972,22.0,auto
263,153.751,169.712,19.0,22.0,112.606,22.0,auto
264,154.169,169.575,18.0,23.0,106.875,23.0,auto
265,153.942,168.836,19.0,23.0,103.454,23.0,auto
266,153.884,168.773,19.0,23.0,101.452,23.0,auto
267,153.346,169.06,19.0,22.0,120.566,22.0,auto
268,152.898,168.927,19.0,21.0,114.89,21.0,auto
269,152.898,168.927,19.0,21.0,114.89,21.0,auto
270,159.702,165.583,18.0,23.0,111.011,23.0,auto
271,159.499,165.678,18.0,23.0,113.003,23.0,auto
272,165.55126953125,161.4319610595703,19.49602127075196,21.24124336242676,177.5739288330078,21.24124336242676,manual
273,166.18373107910156,161.93191528320312,18.038705825805664,22.8909969329834,135.6967315673828,22.8909969329834,manual
274,167.22979736328125,159.5738525390625,19.02647399902344,22.76622772216797,138.94105529785156,22.76622772216797,manual
275,167.1285858154297,159.5585479736328,18.3281478881836,22.229724884033203,124.5456771850586,22.229724884033203,manual
276,167.59536743164062,157.74925231933594,19.855716705322266,26.431638717651367,130.3702850341797,26.431638717651367,manual
277,167.73550415039062,158.7261962890625,21.17376136779785,24.72657585144043,133.7368621826172,24.72657585144043,manual
278,167.60269165039062,158.8280029296875,19.77920722961425,26.63397789001465,134.30213928222656,26.63397789001465,manual
279,168.76205444335938,158.74989318847656,19.71550750732422,24.56119728088379,129.0966033935547,24.56119728088379,manual
280,168.87588500976562,160.42706298828125,19.884302139282227,25.70415306091309,111.86499786376952,25.70415306091309,manual
281,167.79957580566406,160.5104217529297,19.22456741333008,24.47187042236328,137.14688110351562,24.47187042236328,manual
282,168.9821014404297,161.90777587890625,19.97993469238281,24.20116806030273,125.20140838623048,24.20116806030273,manual
283,170.00413513183594,162.15953063964844,20.07177925109864,26.61504554748535,123.32261657714844,26.61504554748535,manual
284,170.25247192382812,160.8542022705078,20.85602378845215,24.29824447631836,115.14456939697266,24.29824447631836,manual
285,169.94741821289062,161.4797821044922,20.88154411315918,27.011699676513672,130.23448181152344,27.011699676513672,manual
286,170.2423095703125,162.9774627685547,19.39566230773925,27.777029037475582,135.21017456054688,27.777029037475582,manual
287,169.55746459960938,161.2265625,21.293325424194336,24.943756103515625,138.21324157714844,24.943756103515625,manual
288,170.07313537597656,161.46900939941406,19.49576187133789,29.95867919921875,130.19241333007812,29.95867919921875,manual
289,169.75576782226562,161.1655731201172,20.03575325012207,27.77384185791016,147.78623962402344,27.77384185791016,manual
290,169.04598999023438,160.82679748535156,22.00007057189941,29.095304489135746,128.92897033691406,29.095304489135746,manual
291,164.66905212402344,161.32997131347656,21.781532287597656,28.985252380371094,137.55934143066406,28.985252380371094,manual
292,165.15342712402344,162.0738525390625,23.159093856811523,27.819381713867188,135.62936401367188,27.819381713867188,manual
293,156.522,161.798,23.0,29.0,107.044,29.0,auto
294,157.649,161.831,21.0,28.0,119.845,28.0,auto
295,156.439,160.347,21.0,28.0,103.981,28.0,auto
296,156.471,161.127,23.0,29.0,104.146,29.0,auto
297,156.873,161.245,23.0,29.0,108.186,29.0,auto
298,156.798,161.312,23.0,29.0,106.166,29.0,auto
299,156.592,161.65,24.0,28.0,113.729,28.0,auto
300,156.69,161.624,23.0,28.0,109.408,28.0,auto
301,156.647,161.657,23.0,28.0,110.015,28.0,auto
302,157.109,161.503,23.0,27.0,109.644,27.0,auto
303,156.615,162.176,22.0,29.0,104.633,29.0,auto
304,156.47,162.128,23.0,28.0,104.316,28.0,auto
305,158.065,162.741,22.0,26.0,84.915,26.0,auto
306,156.561,162.606,22.0,28.0,105.389,28.0,auto
307,156.563,162.681,23.0,27.0,106.428,27.0,auto
308,156.576,162.632,22.0,28.0,105.54,28.0,auto
309,156.563,162.681,23.0,27.0,106.428,27.0,auto
310,156.503,162.624,23.0,27.0,108.303,27.0,auto
311,156.503,162.624,23.0,27.0,108.303,27.0,auto
312,156.454,162.633,23.0,27.0,109.819,27.0,auto
313,156.919,162.381,23.0,28.0,99.7897,28.0,auto
314,156.43,162.494,23.0,27.0,105.399,27.0,auto
315,156.43,162.494,23.0,27.0,105.399,27.0,auto
316,156.581,162.777,23.0,27.0,107.723,27.0,auto
317,156.381,162.899,22.0,28.0,104.328,28.0,auto
318,156.259,162.951,22.0,28.0,102.005,28.0,auto
319,156.836,162.682,23.0,26.0,89.5848,26.0,auto
320,156.167,162.227,23.0,28.0,105.72,28.0,auto
321,156.167,162.227,23.0,28.0,105.72,28.0,auto
322,156.167,162.227,23.0,28.0,105.72,28.0,auto
323,155.6,162.754,23.0,27.0,105.239,27.0,auto
324,155.189,163.115,24.0,27.0,119.225,27.0,auto
325,155.474,163.092,24.0,28.0,109.159,28.0,auto
326,155.434,163.572,24.0,28.0,111.632,28.0,auto
327,155.889,163.973,25.0,28.0,105.349,28.0,auto
328,155.889,163.973,25.0,28.0,105.349,28.0,auto
329,155.879,163.837,25.0,29.0,114.346,29.0,auto
330,155.941,163.62,26.0,30.0,111.939,30.0,auto
331,155.209,165.658,25.0,28.0,86.7295,28.0,auto
332,155.626,164.406,27.0,30.0,64.1042,30.0,auto
333,154.756,165.009,26.0,29.0,108.07,29.0,auto
334,154.756,165.009,26.0,29.0,108.07,29.0,auto
335,154.756,165.009,26.0,29.0,108.07,29.0,auto
336,155.557,163.86,23.0,29.0,114.246,29.0,auto
337,154.552,164.586,26.0,30.0,104.863,30.0,auto
338,154.417,164.612,26.0,29.0,109.678,29.0,auto
339,154.271,164.324,25.0,29.0,104.721,29.0,auto
340,154.16,164.365,25.0,28.0,104.619,28.0,auto
341,154.3,164.215,25.0,28.0,106.667,28.0,auto
342,153.359,163.675,25.0,30.0,100.589,30.0,auto
343,152.532,164.066,25.0,28.0,109.391,28.0,auto
344,150.563,164.391,25.0,26.0,104.439,26.0,auto
345,151.399,164.202,22.0,27.0,130.024,27.0,auto
346,150.545,165.056,24.0,28.0,98.5783,28.0,auto
347,149.767,165.722,24.0,25.0,81.6775,25.0,auto
348,150.347,164.954,24.0,26.0,94.3688,26.0,auto
349,150.264,165.331,24.0,26.0,86.8738,26.0,auto
350,149.536,164.895,24.0,28.0,95.4625,28.0,auto
351,149.643,164.073,25.0,26.0,110.338,26.0,auto
352,149.554,164.69,23.0,28.0,93.5646,28.0,auto
353,149.546,164.692,23.0,28.0,93.7719,28.0,auto
354,149.485,164.578,24.0,26.0,103.015,26.0,auto
355,149.39,164.003,24.0,27.0,100.585,27.0,auto
356,149.257,163.907,23.0,27.0,99.3177,27.0,auto
357,149.239,164.05,24.0,27.0,99.5403,27.0,auto
358,148.478,165.237,22.0,26.0,107.24,26.0,auto
359,148.93,164.146,24.0,26.0,94.1972,26.0,auto
360,148.821,165.244,21.0,25.0,92.0254,25.0,auto
361,148.785,163.943,23.0,26.0,87.5679,26.0,auto
362,149.195,164.012,21.0,26.0,79.4997,26.0,auto
363,148.636,163.361,22.0,27.0,90.2625,27.0,auto
364,148.48,163.069,22.0,26.0,93.6138,26.0,auto
365,148.372,162.972,22.0,26.0,96.2893,26.0,auto
366,148.306,162.964,22.0,25.0,86.8206,25.0,auto
367,148.298,163.394,23.0,25.0,77.8374,25.0,auto
368,147.883,163.106,22.0,26.0,78.4709,26.0,auto
369,148.304,163.041,23.0,25.0,81.8572,25.0,auto
370,147.885,163.677,24.0,26.0,75.2352,26.0,auto
371,148.25,163.201,22.0,26.0,91.3366,26.0,auto
